Date,Project Name,Agreement #:,Quote Deadline,Decision Deadline,Shipping Budget,Decision Status,Official 3PL Outbound Decision,Official 3PL Inbound Decision,Offical 3PL Notified? Y/N,BOL Status,Logistics Status,Project Address,State Project is in,Meal Count,Meal Type,Shipping Quote Form Made?,Total  Miles (Each Way),Total Miles (Round Trip),Warehouse Packing Deadline,Outbound Delivery Date,Weekday #,Weekend Delivery,Outbound Liftgate? Yes or No,Outbound Volume,FTL (10 or more),Outbound Weight ,OB Quote #1- Company,OB Quote #1- Cost,OB Quote #2- Company,OB Quote #2- Cost,OB Quote #3- Company,OB Quote #3- Cost,Outbound Quote Final,Inbound Warehouse ,Inbound Pickup Date,Weekday #,Weekend Delivery,Inbound Pickup Liftgate?,Inbound Volume,FTL (10 or more),Inbound Weight,Inbound Quote #1- Company,Inbound Quote #1- Cost,Inbound Quote #2- Company,Inbound Quote #2- Cost,Inbound Quote #3- Company,Inbound Quote #3- Cost,Inbound Quote Final
10/15/2019,Tektronix Hunger Project,3418,9/24/2019,10/8/2019,"$2,500.00",Complete,DSA,Astra,Y,Obtained,Complete,"14150 SW Karl Braun Dr. Beaverton, 97077 OR  US",OR,"100,000",RLJ,Yes,319,638,10/7/2019,10/14/2019,2,FALSE,No,10,y,"16,614",Astra,"$1,950.00",,,,,"$1,950.00",SLC,10/15/2019,3,FALSE,Yes,2,n,"4,023",Astra,$894.38,,,,,$894.38
10/17/2019,IMG Hunger Project,3381,9/26/2019,10/10/2019,$500.00,Complete,Astra,Astra,Y,Obtained,Complete,"IMG Academy 5650 Bollettieri Blvd Bradenton, FL 34210 US",FL,"30,000",IVP,Yes,60,120,10/14/2019,10/16/2019,4,FALSE,No,5,n,"5,096",Astra,$640.39,,,,,$640.39,FL,10/15/2019,3,FALSE,Yes,2,n,"4,023",Astra,$599.17,,,,,$599.17
10/22/2019,Entergy Hunger Project,3379,10/1/2019,10/15/2019,"$2,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"1340 Echelon Parkway Jackson, MS 39213 US",MS,"30,000",RLJ,Yes,294,588,10/16/2019,10/21/2019,2,FALSE,No,4,n,"5,548",Astra,$857.67,,,,,$857.67,FL,10/22/2019,3,FALSE,Yes,2,n,"1,826",Astra,$527.96,,,,,$527.96
10/24/2019,LDS Missionaries & LDS - Young Elders,3405,10/3/2019,10/17/2019,$0.00,Complete,DSA,DSA,Y,Obtained,Complete,"Salt Lake Stake Center 142 W 200 N Salt Lake City, UT 84103 US",UT,"10,000",Kidz Mac,Yes,3,6,10/15/2019,10/24/2019,5,FALSE,Yes,7,n,"7,628",Astra,,,,DSA,$262.50,$262.50,SLC,10/25/2019,6,FALSE,Yes,9,n,"7,628",Astra,,,,DSA,$262.50,$262.50
10/25/2019,Florida DECA,3211,10/4/2019,10/18/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"TradeWinds Island Grand Resort 5500 Gulf Blvd St Petersburg, FL 33706 US",FL,"75,000",Mashed Potatoes,Yes,55,110,10/21/2019,10/25/2019,6,FALSE,?,10,y,"6,261",Astra,$900.00,,,,,$900.00,FL,10/25/2019,6,FALSE,Yes,11,y,"6,261",Astra,$900.00,,,,,$900.00
10/26/2019,W.H.A.M.,3292,10/5/2019,10/19/2019,"$2,500.00",Complete,Astra,Astra,Y,Obtained,Complete,"66 School Street Granby, MA 01033 US",MA,"50,000",RLJ,Yes,396,792,10/15/2019,10/25/2019,6,FALSE,No,6,n,"8,856",Astra,"$1,501.56",,,,,"$1,501.56",IL,10/28/2019,2,FALSE,Yes,2,n,"2,606",Astra,$673.45,,,,,$673.45
10/26/2019,Maschoff Brennan Corporate Retreat,3301,10/5/2019,10/19/2019,"$2,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"JW Marriott Tuscon Starpass Resort 3800 West Starpass Blvd Tucson, AZ 85745 US",AZ,"25,000",RLJ,Yes,410,820,10/18/2019,10/25/2019,6,FALSE,No,4,n,"4,870",Astra,"$2,000.00",,,,,"$2,000.00",DFW,10/28/2019,2,FALSE,Yes,2,n,"1,903",Astra,$634.56,,,,,$634.56
10/29/2019,Rotary Club of Fort Worth (*),3391,10/8/2019,10/22/2019,$300.00,Complete,DSA,DSA,Y,Obtained,Complete,"Sheraton Fort Worth Downtown 1701 Commerce St. Fort Worth, TX 76102 US",TX,"20,000",RLJ,Yes,10,20,10/23/2019,10/29/2019,3,FALSE,No,11,y,"8,599",,,,,DSA,$220.00,$220.00,DFW,10/29/2019,3,FALSE,Yes,9,n,"6,019",,,,,DSA,$220.00,$220.00
11/5/2019,JPMC - Delaware,3333,10/15/2019,10/29/2019,"$3,900.00",Complete,Astra,Astra,Y,Obtained,Complete,"500 Stanton Christiana Rd. Building 3 Newark, DE 19711 US",DE,"40,000",IVP,Yes,655,"1,310",10/23/2019,11/4/2019,2,FALSE,No,7,n,"6,674",Astra,"$1,575.55",,,,,"$1,575.55",IL,11/5/2019,3,FALSE,No,2,n,"2,015",Astra,$351.87,,,,,$351.87
11/11/2019,LDS - Mid Singles,3393,10/21/2019,11/4/2019,$0.00,Complete,DSA,DSA,Y,Obtained,Complete,"4551 South 1200 East Salt Lake City, UT 84117 US",UT,"70,000",RLJ,Yes,9,18,11/1/2019,11/11/2019,2,FALSE,Yes,9,n,"12,818",,,,,DSA,$225.00,$225.00,SLC,11/11/2019,2,FALSE,Yes,9,n,"12,818",,,,,DSA,$225.00,$225.00
11/12/2019,FPL - Jupiter,3377,10/22/2019,11/5/2019,$500.00,Complete,Astra,Astra,Y,Obtained,Complete,"FPL 15430 Endeavor Drive Jupiter, FL 33478 US",FL,"22,500",RLJ,Yes,139,278,11/5/2019,11/11/2019,2,FALSE,No,3,n,"4,655",Astra,$745.31,,,,,$745.31,FL,11/12/2019,3,FALSE,Yes,2,n,"1,765",Astra,$287.37,,,,,$287.37
11/20/2019,Universal Children's Day - St. Louis,3453,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Rochester Institute of Technology - Gordon Field House 35 Lomb Memorial Dr. Rochester, NY",NY,"9,000",RLJ,Yes,252,504,11/12/2019,11/19/2019,3,FALSE,Yes,4,n,"6,134",Astra,$781.44,,,,,$781.44,IL,11/20/2019,4,FALSE,Yes,2,n,"2,279",Astra,$459.86,,,,,$459.86
11/20/2019,Universal Children's Day - Hartford,3454,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Milner Middle School 104 Vine Street Hartford, CT ",CT,"6,000",RLJ,Yes,367,734,11/12/2019,11/19/2019,3,FALSE,No,3,n,"4,265",Astra,$942.89,,,,,$942.89,IL,11/20/2019,4,FALSE,Yes,2,n,"1,720",Astra,$807.89,,,,,$807.89
11/20/2019,Universal Children's Day - Memphis,3455,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Woodstock Middle 5885 Woodstock Cuba Rd. Millington, TN 38053 US",TN,"6,000",RLJ,Yes,464,928,11/12/2019,11/19/2019,3,FALSE,Yes,3,n,"4,189",Astra,$793.36,,,,,$793.36,IL,11/20/2019,4,FALSE,Yes,4,n,"4,189",Astra,$663.36,,,,,$663.36
11/20/2019,Universal Children's Day - Philadelphia,3456,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,Kenderton Elementary 1500 W Ontario St.,PA,"3,000",RLJ,Yes,"1,258","2,516",11/12/2019,11/19/2019,3,FALSE,Yes,2,n,"2,682",Astra,$821.65,,,,,$821.65,IL,11/20/2019,4,FALSE,Yes,2,n,"1,393",Astra,$501.28,,,,,$501.28
11/20/2019,Universal Children's Day - Nashville,3457,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"H.G. Hill  150 Davidson Rd. Nashville, TN 37205 US",TN,"25,500",RLJ,Yes,202,404,11/12/2019,11/19/2019,3,FALSE,No,9,n,"14,795",Astra,"$1,661.21",,,,,"$1,661.21",IL,11/20/2019,4,FALSE,Yes,3,n,"3,940",Astra,"$1,277.00",,,,,"$1,277.00"
11/20/2019,Universal Children's Day - Tempe,3458,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Holdeman Elementary  1326 W 18th St. Tempe, AZ 85281 US",AZ,"12,000",RLJ,Yes,865,"1,730",11/13/2019,11/19/2019,3,FALSE,Yes,5,n,"7,537",Astra,"$1,329.29",,,,,"$1,329.29",DFW,11/20/2019,4,FALSE,Yes,6,n,"7,537",Astra,"$1,329.29",,,,,"$1,329.29"
11/20/2019,Universal Children's Day - Dallas,3460,10/30/2019,11/13/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Camey Elementary 4949 Arbor Glen Rd. The Colony, TX",TX,"12,000",RLJ,Yes,21,42,11/13/2019,11/19/2019,3,FALSE,Yes,5,n,"7,537",,,,,Condor Express,$262.50,$262.50,DFW,11/20/2019,4,FALSE,Yes,6,n,"7,537",,,,,Condor Express,$262.50,$262.50
11/21/2019,NAIOP CFL,3185,10/31/2019,11/14/2019,$300.00,Complete,Condor Express,Condor Express,Y,Obtained,Complete,"13623 Sachs Ave Orlando, FL 32827 US",FL,"15,000",Hamburger Hero,Yes,22,44,11/15/2019,11/21/2019,5,FALSE,Yes,5,n,"6,264",,,,,Condor Express,$450.00,$450.00,FL,11/21/2019,5,FALSE,Yes,2,n,"1,939",,,,,Condor Express,$250.00,$250.00
12/2/2019,Friend-2-Friend Holladay,3282,11/11/2019,11/25/2019,$0.00,Complete,DSA,DSA,Y,Obtained,Complete,"Olympus High School 4055 S 2300 E  Holladay, UT",UT,"10,000",IVP,Yes,7,14,11/19/2019,12/2/2019,2,FALSE,Yes,3,n,"2,299",,,,,DSA,$165.00,$165.00,SLC,12/2/2019,2,FALSE,Yes,2,n,"1,399",,,,,DSA,$165.00,$165.00
12/3/2019,JPMC White Plains,3350,11/12/2019,11/26/2019,"$2,500.00",Complete,Astra,Astra,Y,Obtained,Complete,"73 Tower Rd. Hanger E1 White Plains, NY ",NY,"20,000",IVP,Yes,436,872,11/20/2019,12/2/2019,2,FALSE,No,4,n,"3,787",Astra,$954.52,,,,,$954.52,IL,12/4/2019,4,FALSE,No,2,n,"1,638",Astra,$520.33,,,,,$520.33
12/5/2019,Steelers Hunger Project,3261,11/14/2019,11/28/2019,"$1,500.00",Complete,Astra,Astra,Y,Obtained,Complete,"6038 E Hidden Valley Drive Cave Creek, AZ 85331",AZ,"15,000",IVP,Yes,237,474,11/22/2019,12/4/2019,4,FALSE,Yes,3,n,"3,061",Astra,$720.84,,,,,$720.84,SLC,12/6/2019,6,FALSE,Yes,2,n,"1,449",Astra,$439.68,,,,,$439.68
12/10/2019,JPMC - Katy Freeway,3478,11/19/2019,12/3/2019,"$1,500.00",Complete,Condor Express,Condor Express,Y,Obtained,Complete,"9900 Katy Freeway Houston, TX 77055 US",TX,"20,000",IVP,Yes,112,224,12/2/2019,12/10/2019,3,FALSE,Yes,4,n,"3,697",,,DSA,$525.00,Condor Express,$437.50,$437.50,DFW,12/10/2019,3,FALSE,Yes,4,n,"3,697",,,DSA,525,Condor Express,$437.50,$437.50
12/11/2019,CPS HR Consulting Hunger Project,3200,11/20/2019,12/4/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"Hilton Arden West 2200 Harvard St Sacramento, CA",CA,"42,000",IVP,Yes,263,526,11/29/2019,12/10/2019,3,FALSE,Yes,7,n,"6,956",Astra,$990.28,,,,,$990.28,SLC,12/11/2019,4,FALSE,Yes,2,n,"2,101",Astra,$537.23,,,,,$537.23
12/11/2019,Marriott Business Council - Serve 360,3372,11/20/2019,12/4/2019,$300.00,Complete,Condor Express,Condor Express,Y,Obtained,Complete,"Gaylord Palms 6000 W Osceola Pkwy Kissimmee, FL",FL,"50,000",Hamburger Hero,Yes,17,34,12/3/2019,12/11/2019,4,FALSE,No,6,n,"6,401",,,,,Condor Express,$362.50,$362.50,FL,12/11/2019,4,FALSE,No,3,n,"2,338",,,,,Condor Express,$362.50,$362.50
12/12/2019,Travelers,3498,11/21/2019,12/5/2019,"$1,500.00",Complete,Astra,Astra,Y,Obtained,Complete,"350 Granite Street, Suite 1201 Braintree, MA 02184 US",MA,"20,000",RLJ,Yes,867,"1,734",12/2/2019,12/11/2019,4,FALSE,No,3,n,"4,389",Astra,$847.71,,,,,$847.71,IL,12/12/2019,5,FALSE,No,2,n,"1,789",Astra,$431.88,,,,,$431.88
12/18/2019,JPMC- NYC,3194,11/27/2019,12/11/2019,"$4,000.00",Complete,Astra & Condor Express,Astra & Condor Express,Y,Obtained,Complete,"450 W. 33rd St New York, NY 10001 US",NY,"40,000",RLJ,Yes,39,77,11/27/2019,12/17/2019,3,FALSE,No,4,n,"7,290",Astra,"$1,137.30",DSA,$600.00,,,$600.00,IL,12/18/2019,4,FALSE,No,2,n,"2,090",Astra,$454.12,DSA,600,,,$454.12
12/19/2019,Cigna- Bloomfield,3503,11/28/2019,12/12/2019,"$1,000.00",Complete,Astra,Astra,Y,Obtained,Complete,"900 cottage grove rd. Bloomfield, CT 06002",CT,"10,000",IVP,yes,"2,097","4,194",12/9/2019,12/13/2019,6,FALSE,No,2,n,730,Astra,$762.73,,,,,$762.73,IL,12/19/2019,5,FALSE,no,2,n,730,Astra,$473.59,,,,,$473.59
12/20/2019,Cure Bowl 2019,3411,11/29/2019,12/13/2019,$0.00,Complete,Condor Express,Condor Express,Y,Obtained,Complete,"Hard Rock Live at CityWalk Orlando 6050 Universal Blvd Orlando, FL 32819 ",FL,"20,000",Hamburger Hero,Yes,10,20,12/13/2019,12/20/2019,6,FALSE,Yes,4,n,"3,558",Condor Express,$445.00,,,Condor express,$445.00,$445.00,FL,12/20/2019,6,FALSE,Yes,3,n,"1,955",Condor Express,$420.00,,,Condor Express ,$420.00,$420.00
1/7/2020,CLA Hunger Project,3507,12/17/2019,12/31/2019,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"310 Eagle Street St Paul, MN 55102 US",MN,"100,000",Hamburger Hero,Yes,668,"1,336",12/27/2019,1/3/2020,6,FALSE,No,11,y,"11,762",Astra,"$1,500.00",,,,,"$1,500.00",IL,1/8/2020,4,FALSE,No,12,y,"11,762",Astra,"$1,500.00",,,,,"$1,500.00"
1/11/2020,LDS - Springdale,3416,12/21/2019,1/4/2020,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"6738 Lynch's Prairie Cove Springdale, AR 72762",AR,"40,000",RLJ,Yes,582,"1,164",1/3/2020,1/7/2020,3,FALSE,Yes,5,n,"7,912",Astra,$921.70,,,,,$921.70,DFW,1/13/2020,2,FALSE,Yes,3,n,"2,669",Astra,$574.31,,,,,$574.31
1/11/2020,LDS - Bentonville,3514,12/21/2019,1/4/2020,$0.00,Complete,Astra,Astra,Y,Obtained,Complete,"1101 McCollum Drive Bentonville, AR 72712",AR,"40,000",RLJ,Yes,582,"1,164",1/3/2020,1/7/2020,3,FALSE,Yes,5,n,"7,912",Astra,$957.45,,,,,$957.45,DFW,1/13/2020,2,FALSE,Yes,3,n,"2,669",Astra,$476.70,,,,,$476.70
1/18/2020,Birthday Party,3413,12/28/2019,1/11/2020,$500.00,,Condor Express,Condor Express,Y,Obtained,Complete,"11535 Osprey Trail Parkland, FL 33076",FL,"18,000",RLJ,Yes,356,712,1/13/2020,1/16/2020,5,FALSE,Yes,3,n,"3,843",Condor Express,$750.00,,,,,$750.00,FL,1/16/2020,5,FALSE,Yes,2,n,"1,659",Condor Express,$750.00,,,,,$750.00
1/18/2020,FASTSIGNS Hunger Project,3519,12/28/2019,1/11/2020,"$2,000.00",,Astra,Astra,Y,Obtained,Complete,"Phoenix Convention Center West Hall 100 N Third Street Phoenix, AZ 85004",AZ,"20,000",Hamburger Hero,Yes,"1,746","3,492",1/10/2020,1/14/2020,3,FALSE,No,4,n,"3,558",Astra,$841.37,,,,,$841.37,DFW,1/20/2020,2,FALSE,No,3,n,"1,955",Astra,$521.06,,,,,$521.06
1/19/2020,Islamic Relief - Episcopal HS,3520,12/29/2019,1/12/2020,"$2,500.00",,Astra,Astra,Y,Obtained,Complete,"Episcopal HS 1200 N Quarter Ln Alexandria, VA 22302",VA,"100,000",RLJ,Yes,"1,216","2,432",1/6/2020,1/17/2020,6,FALSE,No,12,y,"17,998",Astra,"$2,945.00",,,,,"$2,945.00",IL,1/20/2020,2,FALSE,No,4,n,"5,167",Astra,$909.72,,,,,$909.72
1/20/2020,Islamic Relief HQ Hunger Project,3521,12/30/2019,1/13/2020,"$2,500.00",,Astra,Astra,Y,Obtained,Complete,"Islamic Relief HQ 3655 Wheeler Ave Alexandria, VA 22304",VA,"25,000",RLJ,Yes,"1,214","2,428",1/7/2020,1/14/2020,3,FALSE,No,4,n,"5,256",Astra,$866.56,,,,,$866.56,IL,1/20/2020,2,FALSE,No,2,n,"2,126",Astra,$525.12,,,,,$525.12
1/20/2020,Islamic Relief - Harrisburg,3546,12/30/2019,1/13/2020,"$2,500.00",,Astra,Astra,Y,Obtained,Complete,"Islamic Society of Greater Harrisburg 407 N Front St Steelton, PA 17113",PA,"25,000",IVP,Yes,"1,178","2,356",1/7/2020,1/14/2020,3,FALSE,Yes,5,n,"4,509",Astra,$962.28,,,,,$962.28,IL,1/20/2020,2,FALSE,Yes,2,n,"1,643",Astra,$563.21,,,,,$563.21
1/23/2020,Snap Finance Hunger Project,3508,1/2/2020,1/16/2020,$0.00,,DSA,DSA,Y,Obtained,Complete,"Hilton Salt Lake City Center 255 South West Temple Salt Lake City, UT 84101",UT,"30,000",RLJ,Yes,7,14,1/13/2020,1/23/2020,5,FALSE,No,4,n,"6,056",DSA,$225.00,,,,,$225.00,SLC,1/23/2020,5,FALSE,No,2,n,"2,092",DSA,$225.00,,,,,$225.00
1/24/2020,UT Dallas - MLK Day of Service,3485,1/3/2020,1/17/2020,$300.00,,DSA,DSA,Y,Obtained,Complete,"UT-Dallas- Student Union 800 W Campbell Rd in Richardson, TX 75080",TX,"25,000",RLJ,Yes,40,80,1/13/2020,1/23/2020,5,FALSE,No,4,n,"5,165",DSA,$250.00,,,,,$250.00,DFW,1/24/2020,6,FALSE,No,3,n,"2,135",DSA,$250.00,,,,,$250.00
1/24/2020,Numotion,3549,1/3/2020,1/17/2020,$800.00,,Condor Express,Condor Express,,,Complete,"100 N Third Street Phoenix, AZ 85004",AZ,"108,000",IVP,Yes,20,40,1/21/2020,1/23/2020,5,FALSE,Yes,18,y,"17,578",Condor Express,$425.00,,,,,$425.00,DFW,1/24/2020,6,FALSE,Yes,4,n,"4,822",Condor Express,$425.00,,,,,$425.00
1/28/2020,Modernizing Medicine,3560,1/7/2020,1/21/2020,$500.00,,Condor Express,Condor Express,,,Complete,"Renaissance Hotel 2000 NW 19th Street Boca Raton, FL 33431",FL,"25,000",IVP,Yes,178,356,1/23/2020,1/27/2020,2,FALSE,Yes,5,n,"4,623",Condor Express,"$1,062.50",,,,,"$1,062.50",FL,1/28/2020,3,FALSE,Yes,2,n,"1,758",Condor Express,"$1,062.50",,,,,"$1,062.50"
1/28/2020,Aya Healthcare - San Diego,3577,1/7/2020,1/21/2020,"$2,500.00",,Astra,Astra,,,Complete,"Cutwater Spirits 9750 Distribution Ave San Diego, CA 92121",CA,"15,000",RLJ,Yes,615,"1,230",1/17/2020,1/27/2020,2,FALSE,Yes,5,n,"5,432",Astra,$968.20,,,,,$968.20,SLC,1/28/2020,3,FALSE,Yes,2,n,"1,972",Astra,$510.45,,,,,$510.45
1/30/2020,Cigna - Philadelphia,3502,1/9/2020,1/23/2020,"$2,000.00",,Astra,Astra,,,Complete,"Cigna 1601 Chestnut St Philadelphia, PA 19192",PA,"20,000",RLJ,Yes,680,"1,360",1/16/2020,1/29/2020,4,FALSE,No,3,n,"4,149",Astra,$975.56,,,,,"$1,065.49",IL,1/30/2020,5,FALSE,No,2,n,"1,764",Astra,$387.63,,,,,$454.42
2/7/2020,Aya Healthcare - Seattle,3578,1/17/2020,1/31/2020,"$2,500.00",,Astra,Astra,,,Complete,"1550 N 115th Street Seattle, WA 98133",WA,"15,000",RLJ,Yes,704,"1,408",1/27/2020,2/5/2020,4,FALSE,Yes,2,n,"3,297",Astra,$833.74,,,,,$833.74,SLC,2/7/2020,6,FALSE,Yes,4,n,"3,297",Astra,$545.84,,,,,$545.84
2/13/2020,FDF 2020,3593,1/23/2020,2/6/2020,"$2,000.00",,Astra,Astra,,,,"Marriott Anaheim 700 W Convention Way Anaheim, CA 92802",CA,"35,000",IVP,Yes,580,"1,160",2/6/2020,2/7/2020,6,FALSE,No,7,n,"6,245",Astra,$953.25,,,,,$953.25,FL,2/13/2020,5,FALSE,No,2,n,"2,140",Astra,$537.28,,,,,$537.28
2/14/2020,Cypress Bay HS,3589,1/24/2020,2/7/2020,$0.00,,Astra,Astra,,,In Progress,"Cypress Bay High School 18600 Vista Park Blvd Weston, FL 33332",FL,"25,000",Mashed Potatoes,Yes,190,380,1/24/2020,2/13/2020,5,FALSE,Yes,4,n,"2,543",Astra,$526.56,,,,,$526.56,FL,2/14/2020,6,FALSE,Yes,4,n,"2,543",Astra,$314.15,,,,,$314.15
2/18/2020,Arbor Pharmaceuticals,3509,1/28/2020,2/11/2020,$0.00,,Condor Express,Condor Express,,,Complete,"JW Marriott Orlando, Grande Lakes 4040 Central Florida Parkway Orlando, FL 32837",FL,"60,000",RLJ,Yes,23,46,2/12/2020,2/17/2020,2,FALSE,No,8,n,"11,472",Condor Express,$475.00,,,,,$475.00,FL,2/18/2020,3,FALSE,No,9,n,"11,472",Condor Express,$475.00,,,,,$475.00
2/25/2020,Ascend Learning HP,3583,2/4/2020,2/18/2020,$500.00,,DSA,DSA,,,,"Driscoll Hotel 604 Brazo St Austin, TX 78701",TX,"20,000",IVP,Yes,179,358,2/20/2020,2/25/2020,3,FALSE,Yes,4,n,"4,064",DSA,$387.50,,,,,$387.50,DFW,2/25/2020,3,FALSE,Yes,4,n,"4,064",DSA,$387.50,,,,,$387.50
3/6/2020,24 Hour Fitness Opening,3615,2/14/2020,2/28/2020,9/26/1902,,Condor Express,Condor Express,,,,"560 South Schmale Rd Carol Stream, IL 60188",IL,10000,RLJ,Yes,15,30,2/25/2020,3/5/2020,5,FALSE,Yes,2,n,"2,610",Condor Express,190,,,,,$190.00,IL,3/6/2020,6,FALSE,Yes,2,n,"1,366",Condor Express,190,,,,,$190.00